PNR,baggage_id,first_name,last_name,org_airport,dest_airport,flt_code,flt_seq_num,dep_date
T9IFM2,1785549029,Natalie,Parker,ONT,BMI,UA0090,2,2/21/23
UT2O2D,3305092190,Mary,Johnston,AVL,BMI,UA0763,1,2/21/23
UT2O2D,3305092190,Mary,Johnston,BMI,GRR,UA0939,2,2/21/23
Q84A3N,2498889199,Brittany,Weaver,BNA,MIA,UA0116,1,2/21/23
Q84A3N,2498889199,Brittany,Weaver,MIA,JAC,UA0189,2,2/21/23
JMRK4D,9699137780,Frank,Hendricks,BUF,MCO,UA0606,1,2/25/23
JMRK4D,9699137780,Frank,Hendricks,MCO,SAN,UA0782,2,2/21/23
H89859,8705540233,Frederick,Roberts,ELP,MDT,UA0021,1,2/22/23
H89859,8705540233,Frederick,Roberts,MDT,TLH,UA0946,2,2/21/23
4CZ0OT,9494201940,David,Lynch,ACT,DAL,UA0058,1,2/24/23
4CZ0OT,9494201940,David,Lynch,DAL,RSW,UA0515,2,2/21/23
IXR2RP,1731536072,Cody,Martin,TPA,SLC,UA0402,1,2/22/23
IXR2RP,1731536072,Cody,Martin,SLC,BTV,UA0049,2,2/21/23
AFNSTD,1360154697,Robin,Horn,PBI,BLI,UA0629,1,2/25/23
AFNSTD,1360154697,Robin,Horn,BLI,TUL,UA0564,2,2/21/23
S4Y3WF,6927124036,Robert,Reyes,BWI,TLH,UA0384,1,2/21/23
S4Y3WF,6927124036,Robert,Reyes,TLH,SAN,UA0242,2,2/21/23
ZUCRRH,3191286169,Alexander,Yoder,ELP,PHX,UA0958,1,2/24/23
ZUCRRH,3191286169,Alexander,Yoder,PHX,SLC,UA0202,2,2/21/23
OI1WSE,5067796340,Yolanda,Turner,SAV,ONT,UA0451,1,2/21/23
OI1WSE,5067796340,Yolanda,Turner,ONT,ABQ,UA0964,2,2/21/23
AZNNC2,4377927877,Megan,Hernandez,BHM,SFO,UA0524,1,2/25/23
AZNNC2,4377927877,Megan,Hernandez,SFO,SAT,UA0895,2,2/21/23
6L4838,5359402945,Rachel,Washington,MCI,MIA,UA0401,1,2/23/23
6L4838,5359402945,Rachel,Washington,MIA,JFK,UA0317,2,2/21/23
RVL1B7,3766440156,Daniel,Stout,DAL,GSP,UA0312,1,2/24/23
RVL1B7,3766440156,Daniel,Stout,GSP,JAN,UA0104,2,2/21/23
HU70E2,9652443608,Sherry,Moore,JAX,SBN,UA0032,1,2/23/23
HU70E2,9652443608,Sherry,Moore,SBN,CLT,UA0718,2,2/21/23
K73NQC,9400061254,Makayla,Thornton,MCO,MLI,UA0351,1,2/21/23
K73NQC,9400061254,Makayla,Thornton,MLI,CAE,UA0000,2,2/21/23
J9CL71,1217994137,Brandy,Williams,FWA,ROC,UA0163,1,2/23/23
J9CL71,1217994137,Brandy,Williams,ROC,SBN,UA0261,2,2/21/23
1ARORX,7436794380,James,Gilbert,OKC,MCI,UA0138,1,2/23/23
1ARORX,7436794380,James,Gilbert,MCI,MIA,UA0552,2,2/21/23
VN2URL,2921203371,Patrick,Evans,BLI,SLC,UA0882,1,2/22/23
VN2URL,2921203371,Patrick,Evans,SLC,PHX,UA0331,2,2/21/23
NPYQL1,2375165707,Jared,Arellano,MSY,LGA,UA0501,1,2/23/23
NPYQL1,2375165707,Jared,Arellano,LGA,SAV,UA0549,2,2/21/23
ECE5XV,9046412455,Jane,Melton,IAD,RNO,UA0505,1,2/23/23
ECE5XV,9046412455,Jane,Melton,RNO,PHL,UA0480,2,2/21/23
A6NOUM,8587884291,Taylor,Lee,GRB,RNO,UA0581,1,2/21/23
A6NOUM,8587884291,Taylor,Lee,RNO,RIC,UA0054,2,2/21/23
O0D489,8144983905,Clinton,Wiley,FNT,DCA,UA0020,1,2/21/23
O0D489,8144983905,Clinton,Wiley,DCA,SNA,UA0526,2,2/21/23
5I2KJJ,8798756409,Laura,Hensley,CAE,BOS,UA0666,1,2/23/23
5I2KJJ,8798756409,Laura,Hensley,BOS,PDX,UA0445,2,2/21/23
GC5GTF,9260914503,Brian,Dorsey,DTW,CWA,UA0199,1,2/21/23
GC5GTF,9260914503,Brian,Dorsey,CWA,ONT,UA0579,2,2/21/23
MQKIVI,1226975200,Patrick,Becker,PSP,RDU,UA0900,1,2/22/23
MQKIVI,1226975200,Patrick,Becker,RDU,MSY,UA0224,2,2/21/23
26QFJC,6889911948,Sarah,Fuller,EWR,EUG,UA0434,1,2/25/23
26QFJC,6889911948,Sarah,Fuller,EUG,FNT,UA0299,2,2/21/23
XHXHFT,2481945006,Rachel,Clark,BNA,GPT,UA0131,1,2/24/23
XHXHFT,2481945006,Rachel,Clark,GPT,SEA,UA0483,2,2/21/23
PIJAA2,6849062042,Ashlee,Frazier,EVV,DSM,UA0021,1,2/24/23
PIJAA2,6849062042,Ashlee,Frazier,DSM,SAT,UA0349,2,2/21/23
1T11ZO,6868884944,Christopher,Orr,HNL,PHX,UA0124,1,2/22/23
1T11ZO,6868884944,Christopher,Orr,PHX,CLE,UA0145,2,2/21/23
Q2LPP2,1387271079,James,Gray,RIC,ACT,UA0580,1,2/23/23
Q2LPP2,1387271079,James,Gray,ACT,MSP,UA0937,2,2/21/23
CP6KL6,5384672561,Brian,Dixon,MDT,SMF,UA0108,1,2/23/23
CP6KL6,5384672561,Brian,Dixon,SMF,MCI,UA0892,2,2/21/23
PQXDTB,441093640,Charles,Shea,PSP,YUM,UA0594,1,2/21/23
PQXDTB,441093640,Charles,Shea,YUM,FLL,UA0848,2,2/21/23
FN9GJJ,1943487964,Brandon,Cobb,HRL,CAE,UA0982,1,2/24/23
FN9GJJ,1943487964,Brandon,Cobb,CAE,DSM,UA0283,2,2/21/23
0ZEHFB,4677845729,Susan,Cole,MSP,MCI,UA0827,1,2/25/23
0ZEHFB,4677845729,Susan,Cole,MCI,MYR,UA0948,2,2/21/23
UK348N,6064309092,Ashley,Dean,AUS,IAD,UA0539,1,2/23/23
UK348N,6064309092,Ashley,Dean,IAD,BUF,UA0308,2,2/21/23
9OL5H7,2960178595,Jacob,Knight,OAK,RDU,UA0461,1,2/23/23
9OL5H7,2960178595,Jacob,Knight,RDU,PIT,UA0231,2,2/21/23
ANZZPK,6160071498,Jordan,Buchanan,SAN,MEM,UA0833,1,2/22/23
ANZZPK,6160071498,Jordan,Buchanan,MEM,IAD,UA0294,2,2/21/23
5KBI75,7925775427,Nicholas,Johnson,RIC,JAX,UA0790,1,2/23/23
5KBI75,7925775427,Nicholas,Johnson,JAX,ALB,UA0872,2,2/21/23
I5YW7V,8618924140,David,Salazar,HSV,MHT,UA0666,1,2/23/23
I5YW7V,8618924140,David,Salazar,MHT,ACT,UA0342,2,2/21/23
KEH7TI,220815166,Thomas,Barnett,DTW,HRL,UA0254,1,2/24/23
KEH7TI,220815166,Thomas,Barnett,HRL,MCO,UA0690,2,2/21/23
0MEHXL,3510210118,George,Love,SBN,MFE,UA0027,1,2/22/23
0MEHXL,3510210118,George,Love,MFE,SNA,UA0245,2,2/21/23
LIYAU2,9553133320,Nathan,Hogan,GRB,TUL,UA0937,1,2/23/23
LIYAU2,9553133320,Nathan,Hogan,TUL,RNO,UA0479,2,2/21/23
6OFBA9,6768223660,Kimberly,Vincent,RIC,OKC,UA0068,1,2/24/23
6OFBA9,6768223660,Kimberly,Vincent,OKC,SNA,UA0091,2,2/21/23
H142L6,9102111870,Michael,Gillespie,SNA,SAV,UA0422,1,2/21/23
H142L6,9102111870,Michael,Gillespie,SAV,ALB,UA0440,2,2/21/23
S2DX73,9730095761,Jennifer,Schneider,ATL,EWR,UA0107,1,2/21/23
S2DX73,9730095761,Jennifer,Schneider,EWR,FLL,UA0213,2,2/21/23
QBR76X,8235376035,Rodney,Gross,JAX,JFK,UA0728,1,2/24/23
QBR76X,8235376035,Rodney,Gross,JFK,MDT,UA0009,2,2/21/23
Z5U5E7,8387292462,Nicole,Roy,STL,FLL,UA0361,1,2/21/23
Z5U5E7,8387292462,Nicole,Roy,FLL,BOS,UA0781,2,2/21/23
820JNM,5482179084,Gregory,Little,OKC,HRL,UA0902,1,2/21/23
820JNM,5482179084,Gregory,Little,HRL,ILM,UA0123,2,2/21/23
EWJQWS,212206765,Jorge,Ruiz,RSW,ONT,UA0061,1,2/21/23
EWJQWS,212206765,Jorge,Ruiz,ONT,PIT,UA0705,2,2/21/23
62Y96O,7273160639,Zachary,Matthews,DFW,BZN,UA0798,1,2/22/23
62Y96O,7273160639,Zachary,Matthews,BZN,FLL,UA0316,2,2/21/23
Y2QX3A,339795365,Thomas,Bridges,GRB,OMA,UA0645,1,2/22/23
Y2QX3A,339795365,Thomas,Bridges,OMA,ATL,UA0987,2,2/21/23
34UXVH,3561130361,Gina,Donaldson,SFO,ORD,UA0695,1,2/22/23
34UXVH,3561130361,Gina,Donaldson,ORD,TLH,UA0682,2,2/21/23
9XAEEZ,746253054,Jack,Strickland,SAN,SMF,UA0744,1,2/25/23
9XAEEZ,746253054,Jack,Strickland,SMF,ORD,UA0353,2,2/21/23
AD411Z,2480301048,Tony,Roberts,CLT,FNT,UA0836,1,2/22/23
AD411Z,2480301048,Tony,Roberts,FNT,ABQ,UA0717,2,2/21/23
RJQVXG,2441234518,Amy,Barajas,ALB,CLE,UA0842,1,2/23/23
RJQVXG,2441234518,Amy,Barajas,CLE,BMI,UA0269,2,2/21/23
L31ADR,8914481324,Kara,Quinn,JAX,RSW,UA0033,1,2/25/23
L31ADR,8914481324,Kara,Quinn,RSW,CMH,UA0045,2,2/21/23
SZ5YQN,6503235665,Beverly,Sandoval,DEN,BZN,UA0719,1,2/22/23
SZ5YQN,6503235665,Beverly,Sandoval,BZN,RNO,UA0245,2,2/21/23
41C9FU,2378030536,John,Molina,ROC,BMI,UA0136,1,2/23/23
41C9FU,2378030536,John,Molina,BMI,BWI,UA0904,2,2/21/23
XENSE0,4092478469,Amanda,Johnson,CAE,LGA,UA0438,1,2/23/23
XENSE0,4092478469,Amanda,Johnson,LGA,JAX,UA0440,2,2/21/23
MT60MY,5155168211,Audrey,Wade,MHT,DAL,UA0248,1,2/25/23
MT60MY,5155168211,Audrey,Wade,DAL,LAS,UA0247,2,2/21/23
6CJ0DO,7462332987,Kristen,Suarez,RDU,HNL,UA0720,1,2/24/23
6CJ0DO,7462332987,Kristen,Suarez,HNL,MSY,UA0845,2,2/21/23
XZKBYF,7498558318,Amber,Terry,PBI,DSM,UA0975,1,2/24/23
XZKBYF,7498558318,Amber,Terry,DSM,CLT,UA0596,2,2/21/23
FH8YXJ,1610410826,Frances,Blake,MCI,FAR,UA0058,1,2/25/23
FH8YXJ,1610410826,Frances,Blake,FAR,DTW,UA0536,2,2/21/23
9MG1Z6,300743377,Leslie,Pugh,ICT,RSW,UA0395,1,2/24/23
9MG1Z6,300743377,Leslie,Pugh,RSW,BNA,UA0841,2,2/21/23
KU28IS,155611172,Christopher,Olson,LAS,FWA,UA0442,1,2/23/23
KU28IS,155611172,Christopher,Olson,FWA,GPT,UA0016,2,2/21/23
A038U5,6653801358,Robert,Torres,JAN,MSY,UA0541,1,2/25/23
A038U5,6653801358,Robert,Torres,MSY,EUG,UA0872,2,2/21/23
PIM9HG,5658786473,Frank,Singh,HRL,ORD,UA0118,1,2/23/23
PIM9HG,5658786473,Frank,Singh,ORD,DAL,UA0357,2,2/21/23
DTF73X,3329966526,Amanda,Hansen,LGA,YUM,UA0282,1,2/21/23
DTF73X,3329966526,Amanda,Hansen,YUM,BMI,UA0896,2,2/21/23
51YPYG,5930095859,Sean,Ramirez,MKE,OKC,UA0056,1,2/22/23
51YPYG,5930095859,Sean,Ramirez,OKC,TLH,UA0668,2,2/21/23
2V6IZP,7917781294,Elizabeth,Reed,MDT,ACT,UA0545,1,2/21/23
2V6IZP,7917781294,Elizabeth,Reed,ACT,BZN,UA0916,2,2/21/23
7Q6G38,5495405234,Robert,Wilson,PSP,IAD,UA0354,1,2/22/23
7Q6G38,5495405234,Robert,Wilson,IAD,DEN,UA0306,2,2/21/23
XYEJ5D,29572926,James,Lopez,MLI,CMH,UA0904,1,2/21/23
XYEJ5D,29572926,James,Lopez,CMH,CLE,UA0495,2,2/21/23
7KFNPB,1987865404,Megan,Peters,PIT,PHX,UA0103,1,2/24/23
7KFNPB,1987865404,Megan,Peters,PHX,AUS,UA0228,2,2/21/23
QFQSFI,6162444874,Patrick,Lee,RSW,MEM,UA0969,1,2/23/23
QFQSFI,6162444874,Patrick,Lee,MEM,YUM,UA0522,2,2/21/23
FBVKZ3,2345161489,Angela,Hurley,GSP,RSW,UA0888,1,2/21/23
FBVKZ3,2345161489,Angela,Hurley,RSW,MIA,UA0620,2,2/21/23
OI31WH,1514330556,Savannah,Rogers,MLI,OAK,UA0389,1,2/25/23
OI31WH,1514330556,Savannah,Rogers,OAK,AVL,UA0642,2,2/21/23
GLLSXK,9277928207,Joe,Boyd,MSY,DTW,UA0835,1,2/22/23
GLLSXK,9277928207,Joe,Boyd,DTW,ONT,UA0117,2,2/21/23
UTIUEO,3071021288,Lisa,Jones,HSV,CWA,UA0824,1,2/24/23
UTIUEO,3071021288,Lisa,Jones,CWA,LAS,UA0400,2,2/21/23
53LWT7,5065075153,Wendy,Massey,OMA,SAN,UA0191,1,2/25/23
53LWT7,5065075153,Wendy,Massey,SAN,SFO,UA0508,2,2/21/23
00F786,6674755448,Matthew,Richardson,BOS,CLT,UA0710,1,2/23/23
00F786,6674755448,Matthew,Richardson,CLT,AGS,UA0060,2,2/21/23
1NO3K5,148611938,William,Morgan,GRR,MFE,UA0984,1,2/25/23
1NO3K5,148611938,William,Morgan,MFE,EWR,UA0375,2,2/21/23
W6XXQJ,9603910004,Heather,Weber,OAK,FLL,UA0741,1,2/22/23
W6XXQJ,9603910004,Heather,Weber,FLL,ECP,UA0393,2,2/21/23
HU05R8,1965653592,Hannah,Tucker,ELP,ATL,UA0591,1,2/23/23
HU05R8,1965653592,Hannah,Tucker,ATL,PSP,UA0773,2,2/21/23
82RI5J,1335761709,Stephen,Jackson,MCO,LAS,UA0893,1,2/23/23
82RI5J,1335761709,Stephen,Jackson,LAS,GRB,UA0261,2,2/21/23
FK417C,7308555052,Michael,Rodriguez,ECP,SBN,UA0606,1,2/22/23
FK417C,7308555052,Michael,Rodriguez,SBN,MDT,UA0054,2,2/21/23
P0CXZL,901811948,Dawn,Hill,PHL,PIT,UA0162,1,2/24/23
P0CXZL,901811948,Dawn,Hill,PIT,MKE,UA0361,2,2/21/23
RUCI2A,6752863689,Melissa,Walters,AGS,BTV,UA0279,1,2/25/23
RUCI2A,6752863689,Melissa,Walters,BTV,JAC,UA0167,2,2/21/23
46JDDI,9929266341,Amy,Quinn,SLC,HSV,UA0981,1,2/21/23
46JDDI,9929266341,Amy,Quinn,HSV,JAN,UA0172,2,2/21/23
3IGWOZ,5108294577,Tricia,Newton,BLI,TLH,UA0836,1,2/22/23
3IGWOZ,5108294577,Tricia,Newton,TLH,SBN,UA0520,2,2/21/23
ILGUPP,4641965508,Amy,Prince,LGB,DEN,UA0713,1,2/21/23
ILGUPP,4641965508,Amy,Prince,DEN,CMH,UA0089,2,2/21/23
42QI9S,590927933,Alfred,Coleman,OMA,BNA,UA0329,1,2/23/23
42QI9S,590927933,Alfred,Coleman,BNA,DEN,UA0906,2,2/21/23
1DJZ1J,26328367,Kimberly,Moore,BTV,PIT,UA0987,1,2/23/23
1DJZ1J,26328367,Kimberly,Moore,PIT,SLC,UA0571,2,2/21/23
KKB8DT,7578134933,Trevor,Sanchez,MSP,RSW,UA0793,1,2/22/23
KKB8DT,7578134933,Trevor,Sanchez,RSW,OMA,UA0147,2,2/21/23
EOPBRD,9466314055,Gilbert,Lewis,JAN,DSM,UA0765,1,2/24/23
EOPBRD,9466314055,Gilbert,Lewis,DSM,GSP,UA0510,2,2/21/23
BF2OU4,7923904986,Corey,Torres,MIA,IAD,UA0121,1,2/23/23
BF2OU4,7923904986,Corey,Torres,IAD,SFO,UA0346,2,2/21/23
RHURMR,8469413663,Melinda,Olsen,RSW,SJC,UA0167,1,2/22/23
RHURMR,8469413663,Melinda,Olsen,SJC,DEN,UA0585,2,2/21/23
3DEAMF,2431611370,Dale,White,EUG,SAV,UA0562,1,2/25/23
3DEAMF,2431611370,Dale,White,SAV,GRR,UA0028,2,2/21/23
O3CUKF,1766329703,Elizabeth,Riley,BWI,DEN,UA0706,1,2/23/23
O3CUKF,1766329703,Elizabeth,Riley,DEN,ELP,UA0862,2,2/21/23
4HQGK0,9806276212,Keith,Stewart,ORF,RDU,UA0737,1,2/23/23
4HQGK0,9806276212,Keith,Stewart,RDU,OMA,UA0329,2,2/21/23
6W66II,2238553377,Steven,Miller,LGB,JFK,UA0938,1,2/21/23
6W66II,2238553377,Steven,Miller,JFK,AVL,UA0307,2,2/21/23
WG5894,8551225967,John,Shaw,GRR,MCI,UA0376,1,2/25/23
WG5894,8551225967,John,Shaw,MCI,SAV,UA0454,2,2/21/23
Z3P3SY,4925849394,Martin,Ruiz,TUL,CMH,UA0864,1,2/25/23
Z3P3SY,4925849394,Martin,Ruiz,CMH,JAN,UA0179,2,2/21/23
AUBOP1,2676499879,Kristina,Manning,OMA,BNA,UA0131,1,2/21/23
AUBOP1,2676499879,Kristina,Manning,BNA,PSP,UA0986,2,2/21/23
WYKNII,202732332,Jessica,Powell,TPA,MEM,UA0865,1,2/21/23
WYKNII,202732332,Jessica,Powell,MEM,ROC,UA0297,2,2/21/23
MSDE82,6086724266,Kristin,Douglas,JAC,CLT,UA0883,1,2/25/23
MSDE82,6086724266,Kristin,Douglas,CLT,BWI,UA0362,2,2/21/23
BXAH3A,9089534846,James,Mitchell,BLI,DEN,UA0444,1,2/22/23
BXAH3A,9089534846,James,Mitchell,DEN,ILM,UA0065,2,2/21/23
75EAFW,8072974087,Roy,Miller,PDX,SBN,UA0098,1,2/24/23
75EAFW,8072974087,Roy,Miller,SBN,SNA,UA0783,2,2/21/23
HREA2E,4146445435,Glenn,Smith,JAC,BZN,UA0456,1,2/25/23
HREA2E,4146445435,Glenn,Smith,BZN,ABQ,UA0701,2,2/21/23
ILMWMA,1837265244,Cynthia,Rodriguez,IAD,ORD,UA0456,1,2/23/23
ILMWMA,1837265244,Cynthia,Rodriguez,ORD,PHL,UA0509,2,2/21/23
ZDDS0X,1502601296,Russell,Rowe,DAL,MYR,UA0450,1,2/21/23
ZDDS0X,1502601296,Russell,Rowe,MYR,MKE,UA0837,2,2/21/23
JJEH2J,3958687095,Jenny,Thompson,ECP,CLT,UA0347,1,2/21/23
JJEH2J,3958687095,Jenny,Thompson,CLT,ABQ,UA0676,2,2/21/23
XTFILW,592117773,Andrew,Cervantes,BWI,DFW,UA0006,1,2/21/23
XTFILW,592117773,Andrew,Cervantes,DFW,FNT,UA0570,2,2/21/23
V14K5D,9164329432,Jennifer,Perez,MYR,RNO,UA0411,1,2/24/23
V14K5D,9164329432,Jennifer,Perez,RNO,SAT,UA0210,2,2/21/23
PDVGWI,7917908984,Anthony,Santos,MCO,HNL,UA0358,1,2/23/23
PDVGWI,7917908984,Anthony,Santos,HNL,SMF,UA0147,2,2/21/23
6SHXH8,3735953528,Mary,Flowers,ILM,PBI,UA0160,1,2/22/23
6SHXH8,3735953528,Mary,Flowers,PBI,MSP,UA0150,2,2/21/23
EC2E9O,6418116122,Wendy,Cook,MCO,SLC,UA0242,1,2/25/23
EC2E9O,6418116122,Wendy,Cook,SLC,OAK,UA0917,2,2/21/23
6OE2PC,5530245689,Brandy,Rogers,MHT,GSP,UA0557,1,2/24/23
6OE2PC,5530245689,Brandy,Rogers,GSP,EUG,UA0058,2,2/21/23
V8JS99,303942272,Thomas,Velez,RSW,BZN,UA0547,1,2/21/23
V8JS99,303942272,Thomas,Velez,BZN,TLH,UA0217,2,2/21/23
HCNTJ6,8988421014,Megan,Johnson,BUF,RIC,UA0297,1,2/21/23
HCNTJ6,8988421014,Megan,Johnson,RIC,SEA,UA0732,2,2/21/23
RAE4YE,4457274764,Jason,Preston,GRB,EWR,UA0554,1,2/22/23
RAE4YE,4457274764,Jason,Preston,EWR,ALB,UA0483,2,2/21/23
A6SN1C,9820869535,David,Smith,DAL,DCA,UA0281,1,2/23/23
A6SN1C,9820869535,David,Smith,DCA,FNT,UA0405,2,2/21/23
5X68PR,2649125136,Brandi,Nicholson,PSP,MEM,UA0305,1,2/21/23
5X68PR,2649125136,Brandi,Nicholson,MEM,RDU,UA0161,2,2/21/23
92RXYV,2984083224,Tanya,Rich,CLE,STL,UA0583,1,2/24/23
92RXYV,2984083224,Tanya,Rich,STL,MLI,UA0084,2,2/21/23
P83W59,2621184574,James,Ward,AVL,BLI,UA0168,1,2/25/23
P83W59,2621184574,James,Ward,BLI,ELP,UA0863,2,2/21/23
HVUPEJ,6735821879,Timothy,Kelley,YUM,JFK,UA0504,1,2/23/23
HVUPEJ,6735821879,Timothy,Kelley,JFK,SDF,UA0087,2,2/21/23
TEE1X5,6886293031,John,Dean,ROC,DCA,UA0439,1,2/23/23
TEE1X5,6886293031,John,Dean,DCA,MSY,UA0916,2,2/21/23
2JQJLG,7957979721,Monique,Gibson,BZN,GRB,UA0836,1,2/22/23
2JQJLG,7957979721,Monique,Gibson,GRB,STL,UA0759,2,2/21/23
1M6BW5,6276091792,Dustin,Thomas,BZN,GRR,UA0377,1,2/24/23
1M6BW5,6276091792,Dustin,Thomas,GRR,BUF,UA0760,2,2/21/23
S4PX6K,9406070276,Drew,Jackson,OMA,FLL,UA0499,1,2/24/23
S4PX6K,9406070276,Drew,Jackson,FLL,ROC,UA0857,2,2/21/23
P5S30P,8503599868,William,Lozano,STL,BMI,UA0859,1,2/21/23
P5S30P,8503599868,William,Lozano,BMI,OKC,UA0311,2,2/21/23
JQDZYI,9111789901,James,Wilson,MEM,SMF,UA0261,1,2/24/23
JQDZYI,9111789901,James,Wilson,SMF,SJC,UA0077,2,2/21/23
L4GHB9,2617194682,Teresa,Williams,RIC,LAX,UA0854,1,2/22/23
L4GHB9,2617194682,Teresa,Williams,LAX,SEA,UA0900,2,2/21/23
TNMFGK,4977549111,Nicholas,Haynes,MLI,PIT,UA0192,1,2/21/23
TNMFGK,4977549111,Nicholas,Haynes,PIT,RNO,UA0565,2,2/21/23
VLEZ9Q,6425046353,George,Jones,DTW,BOS,UA0533,1,2/22/23
VLEZ9Q,6425046353,George,Jones,BOS,YUM,UA0438,2,2/21/23
FN6A2K,3643415647,Adam,Landry,PHX,BWI,UA0845,1,2/25/23
FN6A2K,3643415647,Adam,Landry,BWI,RIC,UA0875,2,2/21/23
WYW54D,3927835898,Alan,Gilbert,MCI,MFE,UA0844,1,2/21/23
WYW54D,3927835898,Alan,Gilbert,MFE,SAT,UA0033,2,2/21/23
XZIZDF,9450830062,Ryan,Patel,DEN,SLC,UA0997,1,2/22/23
XZIZDF,9450830062,Ryan,Patel,SLC,RNO,UA0666,2,2/21/23
OL7NW7,7301444486,Kathryn,Morris,BNA,JFK,UA0849,1,2/25/23
OL7NW7,7301444486,Kathryn,Morris,JFK,LGA,UA0756,2,2/21/23
8I6WSU,9198292299,Stephanie,Durham,MCI,SFO,UA0019,1,2/21/23
8I6WSU,9198292299,Stephanie,Durham,SFO,SNA,UA0037,2,2/21/23
EAFGO5,7799472192,Keith,Reyes,TLH,TUL,UA0119,1,2/24/23
EAFGO5,7799472192,Keith,Reyes,TUL,AUS,UA0648,2,2/21/23
5KWIC1,8819365639,Christopher,Kemp,BZN,PDX,UA0252,1,2/25/23
5KWIC1,8819365639,Christopher,Kemp,PDX,IND,UA0526,2,2/21/23
TGTK2M,6281431113,Jonathan,Freeman,TLH,AGS,UA0169,1,2/25/23
TGTK2M,6281431113,Jonathan,Freeman,AGS,IAD,UA0848,2,2/21/23
ZZRW4N,4618572999,Rachael,Graham,BOS,BZN,UA0144,1,2/21/23
ZZRW4N,4618572999,Rachael,Graham,BZN,MKE,UA0923,2,2/21/23
EC73KR,4893891474,Steve,Howard,SNA,CMH,UA0729,1,2/23/23
EC73KR,4893891474,Steve,Howard,CMH,PDX,UA0284,2,2/21/23
BRW3D8,3301907845,Nicholas,Williams,PDX,FWA,UA0049,1,2/23/23
BRW3D8,3301907845,Nicholas,Williams,FWA,SAN,UA0951,2,2/21/23
XG89S1,3637203313,Margaret,Best,MCO,BZN,UA0507,1,2/25/23
XG89S1,3637203313,Margaret,Best,BZN,SDF,UA0087,2,2/21/23
FPF3JR,9259260549,Kevin,Willis,MKE,CLT,UA0584,1,2/25/23
FPF3JR,9259260549,Kevin,Willis,CLT,MDT,UA0311,2,2/21/23
8AQVSF,1019096008,Robert,Moody,MDT,PDX,UA0443,1,2/24/23
8AQVSF,1019096008,Robert,Moody,PDX,MSP,UA0425,2,2/21/23
281ZMM,1537843844,Norma,Bonilla,LAX,BUF,UA0345,1,2/24/23
281ZMM,1537843844,Norma,Bonilla,BUF,PBI,UA0300,2,2/21/23
8UYWD9,1879164253,Tony,Spears,BOS,MDT,UA0013,1,2/22/23
8UYWD9,1879164253,Tony,Spears,MDT,BNA,UA0005,2,2/21/23
C8OPHX,4324950581,Jonathan,Moore,EVV,EWR,UA0730,1,2/22/23
C8OPHX,4324950581,Jonathan,Moore,EWR,DCA,UA0984,2,2/21/23
N2NKQF,7611955691,Randy,Baker,FWA,RSW,UA0773,1,2/25/23
N2NKQF,7611955691,Randy,Baker,RSW,ILM,UA0791,2,2/21/23
IMLDBS,2309177800,Jackson,West,AUS,ACT,UA0351,1,2/24/23
IMLDBS,2309177800,Jackson,West,ACT,CLT,UA0947,2,2/21/23
QKP27K,1130072993,Seth,Mcfarland,SAT,SAN,UA0938,1,2/21/23
QKP27K,1130072993,Seth,Mcfarland,SAN,HRL,UA0873,2,2/21/23
05N5AA,7219907878,Michael,Gonzales,SNA,DAL,UA0023,1,2/25/23
05N5AA,7219907878,Michael,Gonzales,DAL,GRB,UA0768,2,2/21/23
QE2M0W,574816404,Shelly,Moore,PHX,EUG,UA0405,1,2/24/23
QE2M0W,574816404,Shelly,Moore,EUG,CLE,UA0069,2,2/21/23
6LMZ3D,2339967415,Carolyn,Barrett,ECP,CAE,UA0791,1,2/23/23
6LMZ3D,2339967415,Carolyn,Barrett,CAE,LGB,UA0366,2,2/21/23
BHUB48,8025037960,Timothy,Maldonado,MCO,MDT,UA0325,1,2/22/23
BHUB48,8025037960,Timothy,Maldonado,MDT,ECP,UA0703,2,2/21/23
5CK5U8,1050829042,Kevin,Guzman,ILM,YUM,UA0842,1,2/21/23
5CK5U8,1050829042,Kevin,Guzman,YUM,ATL,UA0957,2,2/21/23
5JX1CK,4312066835,Stephanie,Daniels,GRR,IAD,UA0667,1,2/22/23
5JX1CK,4312066835,Stephanie,Daniels,IAD,ALB,UA0782,2,2/21/23
1NFYIX,1661299684,Susan,Hurst,BZN,BNA,UA0836,1,2/25/23
1NFYIX,1661299684,Susan,Hurst,BNA,IAD,UA0359,2,2/21/23
X3X2X3,2465363057,April,Heath,LGB,BMI,UA0494,1,2/25/23
X3X2X3,2465363057,April,Heath,BMI,CAE,UA0411,2,2/21/23
U1J454,3212712758,Charles,Camacho,MCI,LGA,UA0752,1,2/23/23
U1J454,3212712758,Charles,Camacho,LGA,BHM,UA0200,2,2/21/23
889Z1S,2361108500,Dawn,White,LAX,SDF,UA0206,1,2/24/23
889Z1S,2361108500,Dawn,White,SDF,FLL,UA0657,2,2/21/23
TUIKB8,4163184827,Denise,Robles,JAX,JAC,UA0453,1,2/24/23
TUIKB8,4163184827,Denise,Robles,JAC,MFE,UA0821,2,2/21/23
R4TJ3W,504534048,Stephen,Daniels,SDF,BZN,UA0143,1,2/21/23
R4TJ3W,504534048,Stephen,Daniels,BZN,SAN,UA0088,2,2/21/23
IAYYVT,7449845981,James,Lewis,TLH,MSY,UA0994,1,2/22/23
